,movie_id,iso_639_1,name,new_lang_id,new_movie_id
954,11258,en,English,0,1468
955,12610,en,English,0,1884
956,59981,en,English,0,1314
957,201088,en,English,0,1902
958,201088,es,Español,1,1902
959,201088,it,Italiano,3,1902
960,201088,zh,普通话,7,1902
961,5137,en,English,0,2073
962,5137,de,Deutsch,4,2073
963,5137,bo,,17,2073
964,3093,en,English,0,1481
965,3093,de,Deutsch,4,1481
966,107846,en,English,0,685
967,107846,de,Deutsch,4,685
968,107846,ur,اردو,19,685
969,107846,ar,العربية,20,685
970,188207,en,English,0,2760
971,4614,en,English,0,1944
972,4614,de,Deutsch,4,1944
973,4614,ru,Pусский,10,1944
974,4614,ar,العربية,20,1944
975,4614,uk,Український,40,1944
976,24021,en,English,0,2700
977,11371,en,English,0,1508
978,11371,fr,Français,2,1508
979,20352,en,English,0,1761
980,11517,en,English,0,1631
981,214756,en,English,0,904
982,26428,en,English,0,1400
983,9824,en,English,0,833
984,48988,en,English,0,2772
985,9008,en,English,0,453
986,9008,ja,日本語,13,453
987,9008,fa,فارسی,18,453
988,9008,ar,العربية,20,453
989,300673,en,English,0,2228
990,12113,en,English,0,1738
991,12113,ar,العربية,20,1738
992,38778,en,English,0,2292
993,72331,en,English,0,2481
994,1844,en,English,0,947
995,846,en,English,0,468
996,9703,en,English,0,771
997,857,en,English,0,474
998,857,fr,Français,2,474
999,857,de,Deutsch,4,474
1000,857,cs,Český,23,474
1001,136797,en,English,0,2214
1002,3981,en,English,0,1766
1003,3981,fr,Français,2,1766
1004,425,en,English,0,230
1005,6171,en,English,0,2334
1006,72976,en,English,0,2645
1007,603,en,English,0,314
1008,568,en,English,0,296
1009,9021,en,English,0,460
1010,82695,en,English,0,425
1011,9489,en,English,0,663
1012,12133,en,English,0,1746
1013,12133,es,Español,1,1746
1014,9342,en,English,0,586
1015,41733,en,English,0,2813
1016,41733,es,Español,1,2813
1017,227306,en,English,0,2319
1018,227306,it,Italiano,3,2319
1019,227306,ja,日本語,13,2319
1020,5551,en,English,0,2170
1021,9350,en,English,0,589
1022,9208,en,English,0,530
1023,4244,en,English,0,1838
1024,1852,en,English,0,950
1025,76493,en,English,0,1584
1026,76493,he,עִבְרִית,29,1584
1027,345,en,English,0,188
1028,196867,en,English,0,148
1029,256591,en,English,0,2702
1030,59962,en,English,0,1304
1031,36648,en,English,0,1721
1032,36648,eo,Esperanto,41,1721
1033,1880,en,English,0,967
1034,1880,es,Español,1,967
1035,1880,ru,Pусский,10,967
1036,71679,en,English,0,2325
1037,10483,en,English,0,1176
1038,11412,en,English,0,1529
1039,6795,en,English,0,2763
1040,550,en,English,0,287
1041,11170,en,English,0,1428
1042,9292,en,English,0,565
1043,9292,it,Italiano,3,565
1044,100241,en,English,0,1588
1045,257,en,English,0,147
1046,9947,en,English,0,900
1047,9947,ja,日本語,13,900
1048,189,en,English,0,109
1049,12618,en,English,0,1887
1050,253412,en,English,0,2704
1051,1427,en,English,0,728
1052,818,en,English,0,2826
1053,818,fr,Français,2,2826
1054,818,de,Deutsch,4,2826
1055,818,ja,日本語,13,2826
1056,16577,en,English,0,111
1057,329,en,English,0,180
1058,329,es,Español,1,180
1059,12160,en,English,0,2641
1060,9331,en,English,0,579
1061,300168,en,English,0,1530
1062,300168,zh,普通话,7,1530
1063,9072,en,English,0,2107
1064,3536,en,English,0,2743
1065,3536,fr,Français,2,2743
1066,3536,de,Deutsch,4,2743
1067,3536,ru,Pусский,10,2743
1068,9087,en,English,0,2135
1069,12177,en,English,0,1768
1070,12138,en,English,0,1748
1071,273248,en,English,0,1397
1072,273248,es,Español,1,1397
1073,50359,en,English,0,619
1074,50359,th,ภาษาไทย,8,619
1075,50359,ja,日本語,13,619
1076,1271,en,English,0,651
1077,693,en,English,0,377
1078,14306,en,English,0,1736
1079,497,en,English,0,262
1080,497,fr,Français,2,262
1081,9982,en,English,0,916
1082,210577,en,English,0,2235
1083,2501,en,English,0,1263
1084,2501,fr,Français,2,1263
1085,2501,it,Italiano,3,1263
1086,2501,de,Deutsch,4,1263
1087,2501,nl,Nederlands,31,1263
1088,710,en,English,0,388
1089,710,es,Español,1,388
1090,710,ru,Pусский,10,388
1091,2275,en,English,0,1167
1092,37165,en,English,0,924
1093,9837,en,English,0,844
1094,9837,he,עִבְרִית,29,844
1095,10708,en,English,0,2731
1096,136400,en,English,0,2126
1097,136400,es,Español,1,2126
1098,10992,en,English,0,1360
1099,10992,fr,Français,2,1360
1100,10992,de,Deutsch,4,1360
1101,10992,th,ภาษาไทย,8,1360
1102,9654,en,English,0,745
1103,9654,it,Italiano,3,745
1104,9654,uk,Український,40,745
1105,2642,en,English,0,1316
1106,8916,en,English,0,395
1107,19899,en,English,0,1619
1108,2119,en,English,0,1100
1109,9641,en,English,0,739
1110,294254,en,English,0,2681
1111,38167,en,English,0,2142
1112,38167,it,Italiano,3,2142
1113,38167,pt,Português,16,2142
1114,39514,en,English,0,2472
1115,39514,ru,Pусский,10,2472
1116,9563,en,English,0,698
1117,547,en,English,0,285
1118,1538,en,English,0,779
1119,1538,es,Español,1,779
1120,9334,en,English,0,581
1121,9334,th,ภาษาไทย,8,581
1122,11128,en,English,0,1406
1123,75780,en,English,0,1069
1124,8914,en,English,0,394
1125,39538,en,English,0,2475
1126,39538,zh,普通话,7,2475
1127,39538,cn,广州话 / 廣州話,24,2475
1128,14836,en,English,0,2451
1129,8645,en,English,0,243
1130,8645,fr,Français,2,243
1131,9509,en,English,0,674
1132,9509,es,Español,1,674
1133,10067,en,English,0,963
1134,9384,en,English,0,611
1135,9384,ko,한국어/조선말,25,611
1136,9279,en,English,0,379
1137,1487,en,English,0,756
1138,1487,ru,Pусский,10,756
1139,9422,en,English,0,2634
1140,77174,en,English,0,1850
1141,4824,en,English,0,1985
1142,4824,ru,Pусский,10,1985
1143,9620,en,English,0,729
1144,10199,en,English,0,1044
1145,3512,en,English,0,1616
1146,137094,en,English,0,1569
1147,274479,en,English,0,1811
1148,274479,es,Español,1,1811
1149,267860,en,English,0,2211
1150,8078,en,English,0,2799
1151,7485,en,English,0,2668
1152,170687,en,English,0,2488
1153,6435,en,English,0,2389
1154,137106,en,English,0,2300
1155,6278,en,English,0,2354
1156,82682,en,English,0,414
1157,17610,en,English,0,625
1158,22954,en,English,0,2433
1159,16995,en,English,0,321
1160,16995,cn,广州话 / 廣州話,24,321
1161,16558,en,English,0,97
1162,16558,es,Español,1,97
1163,16558,de,Deutsch,4,97
1164,16558,ru,Pусский,10,97
1165,9849,en,English,0,1871
1166,9849,it,Italiano,3,1871
1167,5820,en,English,0,2246
1168,16866,en,English,0,253
1169,16866,es,Español,1,253
1170,201,en,English,0,117
1171,11775,en,English,0,1634
1172,11775,fr,Français,2,1634
1173,12201,en,English,0,1774
1174,11015,en,English,0,1369
1175,9932,en,English,0,892
1176,13389,en,English,0,2091
1177,13389,es,Español,1,2091
1178,13389,ru,Pусский,10,2091
1179,17332,en,English,0,513
1180,4958,en,English,0,2080
1181,786,en,English,0,1970
1182,11679,en,English,0,1604
1183,38321,en,English,0,2171
1184,38321,th,ภาษาไทย,8,2171
1185,38321,pt,Português,16,2171
1186,14411,en,English,0,2342
1187,14411,it,Italiano,3,2342
1188,14411,cn,广州话 / 廣州話,24,2342
1189,8413,en,English,0,127
1190,8413,la,Latin,14,127
1191,10052,en,English,0,954
1192,10052,es,Español,1,954
1193,9676,en,English,0,755
1194,9664,en,English,0,750
1195,9664,fr,Français,2,750
1196,2100,en,English,0,1090
1197,10384,en,English,0,1132
1198,137321,en,English,0,2349
1199,123553,en,English,0,1784
1200,11260,en,English,0,1469
1201,9009,en,English,0,2015
1202,2309,en,English,0,1185
1203,8285,en,English,0,46
1204,8285,fr,Français,2,46
1205,8285,ru,Pусский,10,46
1206,210860,en,English,0,2305
1207,13922,en,English,0,2216
1208,13922,ja,日本語,13,2216
1209,293660,en,English,0,2512
1210,190859,en,English,0,1238
1211,257445,en,English,0,1607
1212,9007,en,English,0,452
1213,9007,es,Español,1,452
1214,9007,zh,普通话,7,452
1215,889,en,English,0,2129
1216,1370,en,English,0,14
1217,1370,ru,Pусский,10,14
1218,4942,en,English,0,2065
1219,4942,de,Deutsch,4,2065
1220,24438,en,English,0,2788
1221,24438,es,Español,1,2788
1222,24438,it,Italiano,3,2788
1223,24438,ru,Pусский,10,2788
1224,24438,uk,Український,40,2788
1225,116741,en,English,0,1070
1226,35791,en,English,0,1450
1227,35791,es,Español,1,1450
1228,35791,ja,日本語,13,1450
1229,72431,en,English,0,2500
1230,72431,fr,Français,2,2500
1231,72431,de,Deutsch,4,2500
1232,1813,en,English,0,928
1233,1813,es,Español,1,928
1234,1813,fr,Français,2,928
1235,1813,it,Italiano,3,928
1236,1813,de,Deutsch,4,928
1237,1813,zh,普通话,7,928
1238,87428,en,English,0,162
1239,8840,en,English,0,346
1240,10589,en,English,0,1218
1241,71676,en,English,0,2324
1242,1722,en,English,0,880
1243,1722,it,Italiano,3,880
1244,1722,de,Deutsch,4,880
1245,1722,el,ελληνικά,6,880
1246,10022,en,English,0,939
1247,10022,ko,한국어/조선말,25,939
1248,11358,en,English,0,1502
1249,13,en,English,0,6
1250,6477,en,English,0,2402
1251,6477,es,Español,1,2402
1252,6477,fr,Français,2,2402
1253,6477,ja,日本語,13,2402
1254,1597,en,English,0,813
1255,10530,en,English,0,1195
1256,1924,en,English,0,992
1257,9327,en,English,0,578
1258,8488,en,English,0,166
1259,8273,en,English,0,40
1260,109424,en,English,0,1403
1261,109424,so,Somali,34,1403
1262,35056,en,English,0,1174
1263,35056,he,עִבְרִית,29,1174
1264,8839,en,English,0,345
1265,156022,en,English,0,1154
1266,7303,en,English,0,2607
1267,7303,fr,Français,2,2607
1268,8963,en,English,0,1949
1269,1402,en,English,0,715
1270,1402,cn,广州话 / 廣州話,24,715
1271,9315,en,English,0,574
1272,9315,fr,Français,2,574
1273,9315,it,Italiano,3,574
1274,9315,de,Deutsch,4,574
1275,9315,ja,日本語,13,574
1276,9315,ar,العربية,20,574
1277,8984,en,English,0,437
1278,795,en,English,0,439
1279,795,pl,Polski,42,439
1280,24,en,English,0,11
1281,24,fr,Français,2,11
1282,24,ja,日本語,13,11
1283,393,en,English,0,213
1284,393,es,Español,1,213
1285,393,zh,普通话,7,213
1286,393,cn,广州话 / 廣州話,24,213
1287,9618,en,English,0,727
1288,9374,en,English,0,604
1289,8584,en,English,0,1707
1290,8584,es,Español,1,1707
1291,8584,zh,普通话,7,1707
1292,2320,en,English,0,1187
1293,58224,en,English,0,491
1294,1729,en,English,0,885
1295,1729,zh,普通话,7,885
1296,175574,en,English,0,1628
1297,8077,en,English,0,2798
1298,8818,en,English,0,332
1299,8818,es,Español,1,332
1300,8195,en,English,0,0
1301,8195,fr,Français,2,0
1302,8195,ru,Pусский,10,0
1303,10586,en,English,0,1217
1304,116149,en,English,0,744
1305,80035,en,English,0,2360
1306,10632,en,English,0,1236
1307,1792,en,English,0,917
1308,72197,en,English,0,2456
1309,3580,en,English,0,1633
1310,12123,en,English,0,1742
1311,9566,en,English,0,700
1312,9833,en,English,0,841
1313,9833,it,Italiano,3,841
1314,4517,en,English,0,1911
1315,4517,es,Español,1,1911
1316,4517,sv,svenska,11,1911
1317,8202,en,English,0,3
1318,16072,en,English,0,2362
1319,34314,en,English,0,782
1320,145220,en,English,0,2276
1321,145220,de,Deutsch,4,2276
1322,14623,en,English,0,2388
1323,42297,en,English,0,680
1324,802,en,English,0,443
1325,10375,en,English,0,1129
1326,36586,en,English,0,1699
1327,36586,ro,Română,12,1699
1328,36586,cs,Český,23,1699
1329,11321,en,English,0,1491
1330,11321,es,Español,1,1491
1331,70074,en,English,0,1918
1332,242,en,English,0,139
1333,242,it,Italiano,3,139
1334,242,de,Deutsch,4,139
1335,242,la,Latin,14,139
1336,9621,en,English,0,206
1337,1819,en,English,0,932
1338,8536,en,English,0,187
1339,8046,en,English,0,2784
1340,1717,en,English,0,878
1341,479,en,English,0,252
1342,479,es,Español,1,252
1343,479,de,Deutsch,4,252
1344,9444,en,English,0,640
1345,9444,fr,Français,2,640
1346,9444,ru,Pусский,10,640
1347,824,en,English,0,2034
1348,824,es,Español,1,2034
1349,824,fr,Français,2,2034
1350,11456,en,English,0,2823
1351,261023,en,English,0,2554
1352,3683,en,English,0,1670
1353,22803,en,English,0,2385
1354,285923,en,English,0,2637
1355,285923,es,Español,1,2637
1356,640,en,English,0,339
1357,640,fr,Français,2,339
1358,97630,en,English,0,2677
1359,97630,ar,العربية,20,2677
1360,9767,en,English,0,799
1361,11631,en,English,0,1841
1362,11631,el,ελληνικά,6,1841
1363,32856,en,English,0,43
1364,6519,en,English,0,2411
1365,8741,en,English,0,1550
1366,8741,ru,Pусский,10,1550
1367,49520,en,English,0,197
1368,1850,en,English,0,1396
1369,524,en,English,0,278
1370,26389,en,English,0,1333
1371,26389,fr,Français,2,1333
1372,26389,de,Deutsch,4,1333
1373,26389,zh,普通话,7,1333
1374,2123,en,English,0,2384
1375,2123,de,Deutsch,4,2384
1376,9907,en,English,0,877
1377,18239,en,English,0,951
1378,18239,it,Italiano,3,951
1379,808,en,English,0,447
1380,38050,en,English,0,2108
1381,8367,en,English,0,98
1382,9390,en,English,0,616
1383,9390,pl,Polski,42,616
1384,72105,en,English,0,2432
1385,2898,en,English,0,529
1386,10312,en,English,0,1101
1387,109443,en,English,0,1411
1388,2022,en,English,0,1054
1389,37686,en,English,0,2030
1390,462,en,English,0,247
1391,462,fr,Français,2,247
1392,9919,en,English,0,883
1393,187017,en,English,0,2480
1394,628,en,English,0,334
1395,628,fr,Français,2,334
1396,10201,en,English,0,1046
1397,10201,ko,한국어/조선말,25,1046
1398,10201,et,Eesti,43,1046
1399,302699,en,English,0,2726
1400,274167,en,English,0,1704
1401,224141,en,English,0,1415
1402,388,en,English,0,209
1403,388,sq,shqip,44,209
1404,2112,en,English,0,1094
1405,10329,en,English,0,1110
1406,10329,fr,Français,2,1110
1407,74465,en,English,0,402
1408,13811,en,English,0,2188
1409,6877,en,English,0,2496
1410,10320,en,English,0,1107
1411,50646,en,English,0,761
1412,8920,en,English,0,396
1413,60308,en,English,0,1420
1414,6950,en,English,0,2515
1415,6950,fr,Français,2,2515
1416,6950,ko,한국어/조선말,25,2515
1417,225574,en,English,0,1880
1418,225574,de,Deutsch,4,1880
1419,13836,en,English,0,2193
1420,752,en,English,0,409
1421,6038,en,English,0,2301
1422,6038,zh,普通话,7,2301
1423,9975,en,English,0,912
1424,11451,en,English,0,1537
1425,12103,en,English,0,1733
1426,12103,es,Español,1,1733
1427,12103,fr,Français,2,1733
1428,12103,it,Italiano,3,1733
1429,60304,en,English,0,1417
1430,2251,en,English,0,1156
1431,2251,fr,Français,2,1156
1432,46529,en,English,0,2176
1433,46529,fr,Français,2,2176
1434,231,en,English,0,133
1435,231,fr,Français,2,133
1436,231,zh,普通话,7,133
1437,231,fa,فارسی,18,133
1438,231,ur,اردو,19,133
1439,231,ar,العربية,20,133
1440,300671,en,English,0,2227
1441,300671,ar,العربية,20,2227
1442,228326,en,English,0,2568
1443,9754,en,English,0,790
1444,66,en,English,0,27
1445,66,es,Español,1,27
1446,4421,en,English,0,825
1447,2649,en,English,0,1318
1448,2649,de,Deutsch,4,1318
1449,2649,cn,广州话 / 廣州話,24,1318
1450,588,en,English,0,2378
1451,71552,en,English,0,2294
1452,9631,en,English,0,734
1453,216282,en,English,0,1548
1454,306,en,English,0,171
1455,928,en,English,0,509
1456,205587,en,English,0,434
1457,1577,en,English,0,801
1458,9801,en,English,0,820
1459,9801,de,Deutsch,4,820
1460,9801,th,ภาษาไทย,8,820
1461,2116,en,English,0,1097
1462,9624,en,English,0,732
1463,9624,cs,Český,23,732
1464,14199,en,English,0,2290
1465,1907,en,English,0,984
1466,1907,fr,Français,2,984
1467,1907,th,ภาษาไทย,8,984
1468,1907,sv,svenska,11,984
1469,1907,hr,Hrvatski,45,984
1470,4599,en,English,0,1940
1471,22832,en,English,0,2395
1472,9879,en,English,0,859
1473,38579,en,English,0,2245
1474,44603,en,English,0,1656
1475,44603,fr,Français,2,1656
1476,11892,en,English,0,1673
1477,9691,en,English,0,765
1478,9691,es,Español,1,765
1479,9691,nl,Nederlands,31,765
1480,1248,en,English,0,637
1481,1248,de,Deutsch,4,637
1482,1248,ru,Pусский,10,637
1483,12220,en,English,0,1779
1484,12220,it,Italiano,3,1779
1485,72710,en,English,0,2574
1486,10782,en,English,0,1296
1487,9573,en,English,0,1723
1488,9573,es,Español,1,1723
1489,4959,en,English,0,2038
1490,4959,fr,Français,2,2038
1491,4959,it,Italiano,3,2038
1492,4959,de,Deutsch,4,2038
1493,4959,ru,Pусский,10,2038
1494,10061,en,English,0,959
1495,10386,en,English,0,1134
1496,421,en,English,0,227
1497,421,fr,Français,2,227
1498,421,it,Italiano,3,227
1499,421,de,Deutsch,4,227
1500,421,is,Íslenska,9,227
1501,421,pt,Português,16,227
1502,421,tl,,46,227
1503,316152,en,English,0,1995
1504,316152,de,Deutsch,4,1995
1505,11615,en,English,0,1583
1506,11615,es,Español,1,1583
1507,241554,en,English,0,1769
1508,2252,en,English,0,1157
1509,2252,tr,Türkçe,5,1157
1510,2252,ru,Pусский,10,1157
1511,2252,ur,اردو,19,1157
1512,2252,uk,Український,40,1157
1513,11968,en,English,0,1686
1514,10047,en,English,0,1408
1515,10047,la,Latin,14,1408
1516,38319,en,English,0,283
1517,69668,en,English,0,1805
1518,9770,en,English,0,802
1519,11212,en,English,0,1448
1520,11212,fr,Français,2,1448
1521,11212,de,Deutsch,4,1448
1522,10533,en,English,0,1196
1523,38363,en,English,0,2181
1524,9923,en,English,0,887
1525,9923,pl,Polski,42,887
1526,11863,en,English,0,1663
1527,18501,en,English,0,1098
1528,109491,en,English,0,1433
1529,329833,en,English,0,1119
1530,12634,en,English,0,1891
1531,47327,en,English,0,2366
1532,15268,en,English,0,2556
1533,10796,en,English,0,2643
1534,9548,en,English,0,688
1535,18947,en,English,0,1284
1536,1900,en,English,0,981
1537,1900,es,Español,1,981
1538,89,en,English,0,44
1539,89,de,Deutsch,4,44
1540,89,el,ελληνικά,6,44
1541,198184,en,English,0,2150
1542,9481,en,English,0,658
1543,4547,en,English,0,1337
1544,6415,en,English,0,2383
1545,6415,ar,العربية,20,2383
1546,181283,en,English,0,543
1547,9896,en,English,0,870
1548,167,en,English,0,91
1549,1636,en,English,0,837
1550,1636,es,Español,1,837
1551,1636,ru,Pусский,10,837
1552,2148,en,English,0,1117
1553,2148,it,Italiano,3,1117
1554,5176,en,English,0,2083
1555,260346,en,English,0,2376
1556,1389,en,English,0,708
1557,9894,en,English,0,868
1558,8592,en,English,0,1793
1559,913,en,English,0,501
1560,11091,en,English,0,1391
1561,1368,en,English,0,695
1562,5393,en,English,0,2141
1563,9095,en,English,0,499
1564,8874,en,English,0,1799
1565,8874,fr,Français,2,1799
1566,8874,it,Italiano,3,1799
1567,320,en,English,0,176
1568,199,en,English,0,115
1569,20533,en,English,0,1814
1570,10684,en,English,0,1258
1571,1624,en,English,0,830
1572,325789,en,English,0,2359
1573,325789,es,Español,1,2359
1574,888,en,English,0,493
1575,82675,en,English,0,411
1576,82675,tr,Türkçe,5,411
1577,82675,ar,العربية,20,411
1578,4256,en,English,0,1843
1579,1493,en,English,0,1722
1580,1493,es,Español,1,1722
1581,1493,fr,Français,2,1722
1582,1493,ru,Pусский,10,1722
1583,88751,en,English,0,2484
1584,88751,it,Italiano,3,2484
1585,88751,is,Íslenska,9,2484
1586,11130,en,English,0,1407
1587,9944,en,English,0,1188
1588,10731,en,English,0,1279
1589,7350,en,English,0,2626
1590,9869,en,English,0,961
1591,4379,en,English,0,1875
1592,4379,pt,Português,16,1875
1593,4379,cs,Český,23,1875
1594,146233,en,English,0,2521
1595,2034,en,English,0,1061
1596,2034,es,Español,1,1061
1597,2034,ru,Pусский,10,1061
1598,2034,ko,한국어/조선말,25,1061
1599,926,en,English,0,507
1600,4248,en,English,0,1840
1601,64328,en,English,0,2530
1602,36647,en,English,0,1720
1603,36647,ru,Pусский,10,1720
1604,7214,en,English,0,2583
1605,1537,en,English,0,778
1606,9360,en,English,0,598
1607,6282,en,English,0,2355
1608,508,en,English,0,268
1609,508,fr,Français,2,268
1610,508,pt,Português,16,268
1611,9487,en,English,0,661
1612,768,en,English,0,1942
1613,768,ru,Pусский,10,1942
1614,768,hu,Magyar,39,1942
1615,2636,en,English,0,1313
1616,10478,en,English,0,1173
1617,9981,en,English,0,915
1618,9981,it,Italiano,3,915
1619,7453,en,English,0,2653
1620,7737,en,English,0,2714
1621,232672,en,English,0,1551
1622,17379,en,English,0,528
1623,17379,fr,Français,2,528
1624,82525,en,English,0,1865
1625,9759,en,English,0,792
1626,9486,en,English,0,660
1627,9486,fr,Français,2,660
1628,9486,ja,日本語,13,660
1629,9906,en,English,0,876
1630,841,en,English,0,466
1631,841,it,Italiano,3,466
1632,4148,en,English,0,1813
1633,2207,en,English,0,1141
1634,9381,en,English,0,609
1635,9381,ru,Pусский,10,609
1636,20856,en,English,0,1898
1637,5955,en,English,0,2275
1638,9899,en,English,0,872
1639,9826,en,English,0,835
1640,10858,en,English,0,2728
1641,11439,en,English,0,1533
1642,9457,en,English,0,2693
1643,9457,ko,한국어/조선말,25,2693
1644,12412,en,English,0,1828
1645,12412,it,Italiano,3,1828
1646,12412,de,Deutsch,4,1828
1647,13184,en,English,0,2048
1648,13184,th,ภาษาไทย,8,2048
1649,2185,en,English,0,2025
1650,6639,en,English,0,2450
1651,38153,en,English,0,2139
1652,38153,hu,Magyar,39,2139
1653,58233,en,English,0,494
1654,58233,de,Deutsch,4,494
1655,58233,zh,普通话,7,494
1656,58233,ru,Pусский,10,494
1657,58233,cn,广州话 / 廣州話,24,494
1658,68734,en,English,0,1519
1659,68734,fa,فارسی,18,1519
1660,5503,en,English,0,2160
1661,27573,en,English,0,1434
1662,819,en,English,0,456
1663,1369,en,English,0,696
1664,1369,vi,Tiếng Việt,38,696
1665,10935,en,English,0,1343
1666,10935,fr,Français,2,1343
1667,10935,de,Deutsch,4,1343
1668,10935,ru,Pусский,10,1343
1669,10935,pl,Polski,42,1343
1670,834,en,English,0,462
1671,834,fr,Français,2,462
1672,834,hu,Magyar,39,462
1673,228066,en,English,0,2499
1674,711,en,English,0,389
1675,10027,en,English,0,943
1676,10027,es,Español,1,943
1677,10027,de,Deutsch,4,943
1678,11812,en,English,0,1648
1679,37233,en,English,0,1896
1680,37950,en,English,0,2410
1681,27582,en,English,0,1441
1682,64688,en,English,0,2622
1683,509,en,English,0,269
1684,509,es,Español,1,269
1685,7443,en,English,0,2646
1686,5966,en,English,0,2407
1687,11066,en,English,0,1383
1688,11066,fr,Français,2,1383
1689,136795,en,English,0,2213
1690,136795,es,Español,1,2213
1691,136795,bg,български език,36,2213
1692,8095,en,English,0,2695
1693,8095,pt,Português,16,2695
1694,11560,en,English,0,1701
1695,11560,es,Español,1,1701
1696,2637,en,English,0,2698
1697,709,en,English,0,387
1698,709,es,Español,1,387
1699,49730,en,English,0,298
1700,2749,en,English,0,1344
1701,2749,el,ελληνικά,6,1344
1702,2749,ru,Pусский,10,1344
1703,2749,cs,Český,23,1344
1704,9607,en,English,0,721
1705,1830,en,English,0,2296
1706,1830,es,Español,1,2296
1707,1830,fr,Français,2,2296
1708,1830,de,Deutsch,4,2296
1709,1830,tr,Türkçe,5,2296
1710,1830,ru,Pусский,10,2296
1711,1830,ar,العربية,20,2296
1712,1830,uk,Український,40,2296
1713,54054,en,English,0,2014
1714,228967,en,English,0,2724
1715,228967,ko,한국어/조선말,25,2724
1716,46528,en,English,0,2175
1717,46528,th,ภาษาไทย,8,2175
1718,65,en,English,0,26
1719,9476,en,English,0,657
1720,745,en,English,0,1897
1721,745,es,Español,1,1897
1722,745,la,Latin,14,1897
1723,49527,en,English,0,202
1724,73937,en,English,0,121
1725,1885,en,English,0,1489
1726,168672,en,English,0,1987
1727,18240,en,English,0,1410
1728,10398,en,English,0,1140
1729,165,en,English,0,89
1730,240832,en,English,0,1540
1731,240832,es,Español,1,1540
1732,240832,fr,Français,2,1540
1733,240832,zh,普通话,7,1540
1734,240832,ko,한국어/조선말,25,1540
1735,216015,en,English,0,2618
1736,12279,en,English,0,1795
1737,1645,en,English,0,856
1738,11007,en,English,0,1367
1739,193756,en,English,0,2130
1740,11287,en,English,0,1482
1741,259693,en,English,0,2221
1742,37799,en,English,0,2056
1743,10184,en,English,0,1031
1744,4257,en,English,0,1844
1745,4234,en,English,0,1834
1746,196,en,English,0,113
1747,257091,en,English,0,1496
1748,6114,en,English,0,2317
1749,6114,el,ελληνικά,6,2317
1750,6114,ro,Română,12,2317
1751,6114,la,Latin,14,2317
1752,6114,bg,български език,36,2317
1753,24803,en,English,0,131
1754,24803,fr,Français,2,131
1755,1213,en,English,0,621
1756,1213,it,Italiano,3,621
1757,100042,en,English,0,891
1758,9036,en,English,0,467
1759,257211,en,English,0,1505
1760,323675,en,English,0,1957
1761,9361,en,English,0,2541
1762,9361,fr,Français,2,2541
1763,1677,en,English,0,854
1764,187,en,English,0,108
1765,7461,en,English,0,2658
1766,7461,es,Español,1,2658
1767,16538,en,English,0,82
1768,9889,en,English,0,864
1769,820,en,English,0,457
1770,820,es,Español,1,457
1771,11565,en,English,0,1710
1772,6073,en,English,0,2309
1773,6073,es,Español,1,2309
1774,16996,en,English,0,1664
1775,193610,en,English,0,2090
1776,296098,en,English,0,607
1777,296098,de,Deutsch,4,607
1778,296098,ru,Pусский,10,607
1779,8007,en,English,0,2766
1780,8007,es,Español,1,2766
1781,8007,cs,Český,23,2766
1782,8007,sh,,47,2766
1783,32823,en,English,0,182
1784,4380,en,English,0,1876
1785,11551,en,English,0,1568
1786,11551,es,Español,1,1568
1787,11551,fr,Français,2,1568
1788,11551,hu,Magyar,39,1568
1789,10336,en,English,0,1116
1790,11362,en,English,0,1504
1791,50348,en,English,0,2575
1792,48138,en,English,0,2576
1793,48138,de,Deutsch,4,2576
1794,48138,tr,Türkçe,5,2576
1795,48138,ar,العربية,20,2576
1796,1124,en,English,0,575
1797,227159,en,English,0,2283
1798,68179,en,English,0,1317
1799,708,en,English,0,386
1800,708,fr,Français,2,386
1801,708,de,Deutsch,4,386
1802,708,ru,Pусский,10,386
1803,708,ar,العربية,20,386
1804,708,cs,Český,23,386
1805,708,sk,Slovenčina,48,386
1806,34851,en,English,0,1083
1807,34851,es,Español,1,1083
1808,34851,ru,Pусский,10,1083
1809,1586,en,English,0,807
1810,2044,en,English,0,1066
1811,9913,en,English,0,879
1812,10761,en,English,0,1287
1813,10761,fr,Français,2,1287
1814,10761,ru,Pусский,10,1287
1815,209451,en,English,0,1955
1816,11975,en,English,0,1690
1817,4970,en,English,0,2101
1818,11831,en,English,0,1653
1819,11831,es,Español,1,1653
1820,440,en,English,0,238
1821,11172,en,English,0,1429
1822,39513,en,English,0,2471
1823,82687,en,English,0,532
1824,41446,en,English,0,256
1825,8224,en,English,0,16
1826,10537,en,English,0,2257
1827,225886,en,English,0,1967
1828,55779,en,English,0,2448
1829,55779,cn,广州话 / 廣州話,24,2448
1830,10647,en,English,0,1243
1831,11431,en,English,0,1532
1832,11431,pt,Português,16,1532
1833,11431,pl,Polski,42,1532
1834,8850,en,English,0,353
1835,64685,en,English,0,2620
1836,38357,en,English,0,2180
1837,38357,uk,Український,40,2180
1838,10060,en,English,0,958
1839,11398,en,English,0,1525
1840,1833,en,English,0,2264
1841,8970,en,English,0,427
1842,9306,en,English,0,570
1843,11370,en,English,0,1507
1844,11370,hu,Magyar,39,1507
1845,1921,en,English,0,991
1846,1683,en,English,0,857
1847,1683,es,Español,1,857
1848,203,en,English,0,118
1849,203,it,Italiano,3,118
1850,11858,en,English,0,1712
