,movie_id,id,name,new_movie_id
1342,1572,1504,Cinergi Pictures Entertainment,796
1343,10528,79,Village Roadshow Pictures,1194
1344,10528,1885,Silver Pictures,1194
1345,10528,6194,Warner Bros.,1194
1346,10528,19855,Internationale Filmproduktion Blackbird Dritte,1194
1347,10528,23202,Wigram Productions,1194
1348,271969,4,Paramount Pictures,834
1349,271969,8411,Metro-Goldwyn-Mayer (MGM),834
1350,271969,19857,Sean Daniel Company,834
1351,271969,23920,LightWorkers Media,834
1352,10865,2,Walt Disney Pictures,1324
1353,10865,10217,Walt Disney Feature Animation,1324
1354,2253,60,United Artists,1158
1355,2253,6100,Achte Babelsberg Film,1158
1356,2253,8411,Metro-Goldwyn-Mayer (MGM),1158
1357,2253,9168,Bad Hat Harry Productions,1158
1358,10661,5,Columbia Pictures,1247
1359,10661,2608,Happy Madison Productions,1247
1360,10661,3045,Sony Pictures Releasing,1247
1361,10661,7295,Relativity Media,1247
1362,257344,5,Columbia Pictures,1577
1363,257344,2608,Happy Madison Productions,1577
1364,644,27,DreamWorks SKG,343
1365,644,56,Amblin Entertainment,343
1366,644,385,Stanley Kubrick Productions,343
1367,644,6194,Warner Bros.,343
1368,10756,2,Walt Disney Pictures,1285
1369,10756,3538,Gunn Films,1285
1370,10756,47122,Doom Buggy Productions,1285
1371,686,6194,Warner Bros.,372
1372,686,43910,South Side Amusement Company,372
1373,9383,441,Columbia Pictures Corporation,610
1374,9383,9269,Global Entertainment Productions GmbH & Company Medien KG,610
1375,179,33,Universal Pictures,101
1376,179,694,StudioCanal,101
1377,179,932,Mirage Enterprises,101
1378,179,10163,Working Title Films,101
1379,179,11581,Misher Films,101
1380,179,20194,Motion Picture JOTA Produktions,101
1381,76285,436,1492 Pictures,1283
1382,76285,444,Dune Entertainment,1283
1383,76285,711,Fox 2000 Pictures,1283
1384,76285,5219,Sunswept Entertainment,1283
1385,76285,6332,Dune Entertainment III,1283
1386,76285,22213,TSG Entertainment,1283
1387,1996,4,Paramount Pictures,1035
1388,1996,657,Toho-Towa,1035
1389,1996,762,Mutual Film Company,1035
1390,1996,840,Lawrence Gordon Productions,1035
1391,1996,3324,British Broadcasting Corporation (BBC),1035
1392,1996,14362,October Pictures,1035
1393,1996,19105,Eidos Interactive,1035
1394,291805,491,Summit Entertainment,2066
1395,291805,1632,Lionsgate,2066
1396,291805,7296,K/O Paper Products,2066
1397,291805,72441,TIK Films,2066
1398,10003,4,Paramount Pictures,926
1399,10003,2767,Mace Neufeld Productions,926
1400,10003,11661,Rysher Entertainment,926
1401,1535,33,Universal Pictures,777
1402,1535,656,Metropolitan Filmexport,777
1403,1535,657,Toho-Towa,777
1404,1535,780,Red Wagon Productions,777
1405,1535,919,Beacon Communications,777
1406,1535,7385,Kalima Productions GmbH & Co. KG,777
1407,2067,158,Spyglass Entertainment,1078
1408,2067,3638,The Jacobson Company,1078
1409,2067,9195,Touchstone Pictures,1078
1410,2067,22103,Red Horizon Productions,1078
1411,46195,9383,Blue Sky Studios,2097
1412,46195,11749,Twentieth Century Fox Animation,2097
1413,2277,415,Laurence Mark Productions,1168
1414,2277,436,1492 Pictures,1168
1415,2277,441,Columbia Pictures Corporation,1168
1416,2277,9195,Touchstone Pictures,1168
1417,2277,18990,Radiant Productions,1168
1418,4477,5,Columbia Pictures,1901
1419,8665,4,Paramount Pictures,250
1420,8665,763,Intermedia Films,250
1421,8665,2471,National Geographic Society,250
1422,8665,10104,New Regency Pictures,250
1423,8665,11371,Palomar Pictures (II),250
1424,8665,20344,First Light Production,250
1425,9387,33,Universal Pictures,613
1426,9387,10308,Dino De Laurentiis Company,613
1427,921,14,Miramax Films,504
1428,921,23,Imagine Entertainment,504
1429,921,33,Universal Pictures,504
1430,921,631,Parkway Pictures (I),504
1431,921,9195,Touchstone Pictures,504
1432,49852,24013,Vnesheconombank,382
1433,49852,24014,Nutcracker Holdings,382
1434,49852,24015,HCC Media Group,382
1435,49852,24016,Russian Roulette Ltd.,382
1436,4464,33,Universal Pictures,1895
1437,4464,158,Spyglass Entertainment,1895
1438,4464,862,The Kennedy/Marshall Company,1895
1439,4464,7293,DreamWorks Pictures,1895
1440,4464,9195,Touchstone Pictures,1895
1441,664,33,Universal Pictures,357
1442,664,56,Amblin Entertainment,357
1443,664,6194,Warner Bros.,357
1444,664,23370,Constant c Productions,357
1445,8358,27,DreamWorks SKG,90
1446,8358,306,Twentieth Century Fox Film Corporation,90
1447,8358,4171,Playtone,90
1448,8358,11395,ImageMovers,90
1449,9836,2537,Kennedy Miller Productions,843
1450,9836,8089,Animal Logic,843
1451,2502,33,Universal Pictures,1264
1452,2502,862,The Kennedy/Marshall Company,1264
1453,2502,7384,Hypnotic,1264
1454,2502,11346,Motion Picture THETA Produktionsgesellschaft,1264
1455,2502,11347,Ludlum Entertainment,1264
1456,9772,441,Columbia Pictures Corporation,804
1457,9772,919,Beacon Communications,804
1458,9772,18990,Radiant Productions,804
1459,161,79,Village Roadshow Pictures,86
1460,161,129,Section Eight,86
1461,161,172,NPV Entertainment,86
1462,161,2596,Jerry Weintraub Productions,86
1463,161,6194,Warner Bros.,86
1464,161,24939,WV Films II,86
1465,52451,248,Impact Pictures,1553
1466,52451,264,Studio Babelsberg,1553
1467,52451,753,Nouvelles Éditions de Films (NEF),1553
1468,52451,939,New Legacy,1553
1469,52451,5755,Constantin Film Produktion,1553
1470,76492,5,Columbia Pictures,1579
1471,76492,2251,Sony Pictures Animation,1579
1472,4523,2,Walt Disney Pictures,1913
1473,4523,1894,Josephson Entertainment,1913
1474,4523,8908,Andalasia Productions,1913
1475,4523,8909,Right Coast Productions,1913
1476,59961,33,Universal Pictures,1303
1477,59961,6452,Dentsu,1303
1478,59961,7295,Relativity Media,1303
1479,59961,13778,Bluegrass Films,1303
1480,10481,2,Walt Disney Pictures,2167
1481,10481,10472,Cruella Productions,2167
1482,59108,33,Universal Pictures,2190
1483,59108,3086,Image Entertainment,2190
1484,59108,7295,Relativity Media,2190
1485,59108,12007,Rat Entertainment,2190
1486,1581,5,Columbia Pictures,805
1487,1581,33,Universal Pictures,805
1488,1581,735,Waverly Films,805
1489,1581,7295,Relativity Media,805
1490,9798,130,Jerry Bruckheimer Films,817
1491,9798,1645,Scott Free Productions,817
1492,9798,9195,Touchstone Pictures,817
1493,9798,79209,No Such Productions,817
1494,22897,33,Universal Pictures,2409
1495,22897,258,Scott Rudin Productions,2409
1496,22897,735,Waverly Films,2409
1497,22897,6452,Dentsu,2409
1498,22897,7295,Relativity Media,2409
1499,298,79,Village Roadshow Pictures,168
1500,298,129,Section Eight,168
1501,298,2596,Jerry Weintraub Productions,168
1502,298,6194,Warner Bros.,168
1503,7484,2251,Sony Pictures Animation,2667
1504,157350,491,Summit Entertainment,1053
1505,157350,14440,Red Wagon Entertainment,1053
1506,853,4,Paramount Pictures,471
1507,853,549,Swanford Films,471
1508,853,551,Mandalay Pictures,471
1509,853,11358,Little Bird,471
1510,853,22182,KC Medien,471
1511,853,24136,Reperage,471
1512,853,24137,DOS,471
1513,853,24138,MP Film Management,471
1514,10159,5,Columbia Pictures,1019
1515,10159,33,Universal Pictures,1019
1516,10159,655,Strike Entertainment,1019
1517,10159,10339,WWE Studios,1019
1518,10159,11581,Misher Films,1019
1519,10159,90249,IM3 Entertainment,1019
1520,9593,441,Columbia Pictures Corporation,714
1521,9593,55528,Oak Productions,714
1522,1904,27,DreamWorks SKG,2776
1523,1904,158,Spyglass Entertainment,2776
1524,1904,441,Columbia Pictures Corporation,2776
1525,1904,780,Red Wagon Productions,2776
1526,9615,33,Universal Pictures,725
1527,297,33,Universal Pictures,1661
1528,297,136,City Light Films,1661
1529,9884,496,David Foster Productions,863
1530,9884,788,Bel Air Entertainment,863
1531,9884,6194,Warner Bros.,863
1532,9884,43717,Hacienda Productions,863
1533,62764,7295,Relativity Media,2145
1534,62764,11581,Misher Films,2145
1535,62764,12005,Yucaipa Films,2145
1536,62764,12006,Goldmann Pictures,2145
1537,62764,12007,Rat Entertainment,2145
1538,62764,12008,Misha Films,2145
1539,22538,33,Universal Pictures,2329
1540,22538,2527,Marc Platt Productions,2329
1541,9341,4,Paramount Pictures,585
1542,9341,496,David Foster Productions,585
1543,9341,2199,Horsepower Films,585
1544,9341,7161,LivePlanet,585
1545,9341,12213,Core Productions,585
1546,9341,12214,Munich Film Partners New Century & Company (MFP) Core Productions,585
1547,12107,23,Imagine Entertainment,1735
1548,12107,33,Universal Pictures,1735
1549,9637,507,Atlas Entertainment,737
1550,9637,748,Mosaic Media Group,737
1551,9637,6194,Warner Bros.,737
1552,49049,284,DNA Films,2804
1553,49049,6733,Reliance BIG Entertainment,2804
1554,49049,7437,IM Global,2804
1555,49049,46506,Rena Film,2804
1556,49049,46507,Peach Trees,2804
1557,9339,333,Original Film,584
1558,9339,441,Columbia Pictures Corporation,584
1559,9339,497,Revolution Studios,584
1560,9339,2608,Happy Madison Productions,584
1561,16281,6194,Warner Bros.,2692
1562,16281,14179,Creepshow Films Inc.,2692
1563,16281,14180,Laurel Entertainment Inc.,2692
1564,39691,79,Village Roadshow Pictures,2507
1565,8247,444,Dune Entertainment,22
1566,8247,7384,Hypnotic,22
1567,8247,10104,New Regency Pictures,22
1568,11253,33,Universal Pictures,1466
1569,11253,552,Dark Horse Entertainment,1466
1570,11253,840,Lawrence Gordon Productions,1466
1571,11253,2735,Mid Atlantic Films,1466
1572,11253,7295,Relativity Media,1466
1573,11253,21498,Internationale Filmproduktion Eagle,1466
1574,1949,4,Paramount Pictures,1010
1575,1949,6194,Warner Bros.,1010
1576,1949,11317,Phoenix Pictures,1010
1577,8452,11317,Phoenix Pictures,149
1578,310,33,Universal Pictures,172
1579,310,158,Spyglass Entertainment,172
1580,310,159,Shady Acres Entertainment,172
1581,310,160,Pit Bull Productions,172
1582,27578,10254,Millennium Films,1438
1583,954,4,Paramount Pictures,518
1584,954,44,Cruise/Wagner Productions,518
1585,70160,1632,Lionsgate,1948
1586,70160,5420,Color Force,1948
1587,45243,923,Legendary Pictures,1849
1588,45243,2877,Living Films,1849
1589,45243,3527,Green Hat Films,1849
1590,45243,6194,Warner Bros.,1849
1591,364,1382,PolyGram Filmed Entertainment,195
1592,364,6194,Warner Bros.,195
1593,7518,520,Pacific Data Images (PDI),1938
1594,7518,521,DreamWorks Animation,1938
1595,11544,2,Walt Disney Pictures,1565
1596,11544,10217,Walt Disney Feature Animation,1565
1597,9986,4,Paramount Pictures,918
1598,9986,7311,Kerner Entertainment Company,918
1599,8656,4,Paramount Pictures,248
1600,8656,27,DreamWorks SKG,248
1601,8656,1865,Zanuck/Brown Productions,248
1602,8656,2478,Manhattan Project,248
1603,9291,4,Paramount Pictures,564
1604,9291,441,Columbia Pictures Corporation,564
1605,9291,746,MTV Films,564
1606,9291,2608,Happy Madison Productions,564
1607,9291,60378,Callahan Filmworks,564
1608,55301,711,Fox 2000 Pictures,2327
1609,109418,5,Columbia Pictures,1401
1610,109418,2608,Happy Madison Productions,1401
1611,109418,7431,Sony Pictures Entertainment (SPE),1401
1612,11665,79,Village Roadshow Pictures,1599
1613,11665,507,Atlas Entertainment,1599
1614,11665,748,Mosaic Media Group,1599
1615,11665,1757,Mad Chance,1599
1616,11665,6194,Warner Bros.,1599
1617,11665,27352,WV Films IV,1599
1618,11665,54502,Mel's Cite du Cinema,1599
1619,11665,60378,Callahan Filmworks,1599
1620,6964,441,Columbia Pictures Corporation,2519
1621,6964,735,Waverly Films,2519
1622,6964,6194,Warner Bros.,2519
1623,11324,4,Paramount Pictures,1494
1624,11324,562,Appian Way,1494
1625,11324,11317,Phoenix Pictures,1494
1626,11324,23243,Sikelia Productions,1494
1627,12193,12,New Line Cinema,1771
1628,12193,158,Spyglass Entertainment,1771
1629,12193,2308,Type A Films,1771
1630,12193,2795,Ott Medien,1771
1631,12193,2796,Wild West Picture Show Productions,1771
1632,9928,9383,Blue Sky Studios,890
1633,9928,11749,Twentieth Century Fox Animation,890
1634,754,4,Paramount Pictures,1914
1635,754,455,Permut Presentations,1914
1636,754,456,WCG Entertainment Productions,1914
1637,754,458,Douglas/Reuther Productions,1914
1638,754,9195,Touchstone Pictures,1914
1639,754,25358,Krane Entertainment,1914
1640,10202,2,Walt Disney Pictures,1047
1641,10202,2608,Happy Madison Productions,1047
1642,10202,3538,Gunn Films,1047
1643,4147,27,DreamWorks SKG,1812
1644,4147,80,The Zanuck Company,1812
1645,4147,306,Twentieth Century Fox Film Corporation,1812
1646,50546,5,Columbia Pictures,712
1647,50546,2608,Happy Madison Productions,712
1648,1701,130,Jerry Bruckheimer Films,867
1649,1701,3589,Kouf/Bigelow Productions,867
1650,1701,9195,Touchstone Pictures,867
1651,1701,78338,Hiett Designs of Las Vegas,867
1652,1701,78339,Runway Pictures Inc,867
1653,13027,27,DreamWorks SKG,1989
1654,13027,7296,K/O Paper Products,1989
1655,13027,11843,Goldcrest Pictures,1989
1656,13027,20157,KMP Film Invest,1989
1657,2289,14,Miramax Films,1175
1658,2289,932,Mirage Enterprises,1175
1659,2289,1370,Castel Film Romania,1175
1660,2289,2570,Bona Fide Productions,1175
1661,2289,10102,Cattleya,1175
1662,20504,1088,Alcon Entertainment,1804
1663,20504,1885,Silver Pictures,1804
1664,9574,2,Walt Disney Pictures,52
1665,9574,2173,Great Oaks Entertainment,52
1666,11618,7,DreamWorks,1817
1667,11618,1560,Roth-Arnold Productions,1817
1668,2300,3592,Warner Bros. Family Entertainment,1184
1669,2300,8816,Northern Lights Entertainment,1184
1670,2300,55527,Courtside Seats Productions,1184
1671,10200,306,Twentieth Century Fox Film Corporation,1045
1672,10200,6332,Dune Entertainment III,1045
1673,10200,20374,Earth Canada Productions,1045
1674,10200,20375,Hammerhead Productions,1045
1675,10200,36390,3 Arts Entertainment,1045
1676,8834,1885,Silver Pictures,1709
1677,8834,6194,Warner Bros.,1709
1678,8834,23397,Donner/Shuler-Donner Productions,1709
1679,228150,5,Columbia Pictures,2520
1680,228150,11029,QED International,2520
1681,228150,16312,Crave Films,2520
1682,228150,34034,LStar Capital,2520
1683,228150,39649,Huayi Brothers Media,2520
1684,228150,47169,Le Grisbi Productions,2520
1685,6068,175,Caravan Pictures,2308
1686,6068,961,Roger Birnbaum Productions,2308
1687,6068,8816,Northern Lights Entertainment,2308
1688,6068,9195,Touchstone Pictures,2308
1689,41515,2609,De Line Pictures,289
1690,41515,2785,Warner Bros. Animation,289
1691,41515,5219,Sunswept Entertainment,289
1692,41515,13481,Rhythm and Hues,289
1693,41515,19045,Picnic Basket,289
1694,9023,27,DreamWorks SKG,461
1695,9023,521,DreamWorks Animation,461
1696,38317,5,Columbia Pictures,2168
1697,38317,2608,Happy Madison Productions,2168
1698,38317,3045,Sony Pictures Releasing,2168
1699,38317,8000,Broken Road Productions,2168
1700,38317,8411,Metro-Goldwyn-Mayer (MGM),2168
1701,38317,46221,Zookeeper Productions,2168
1702,38317,46222,Hey Eddie,2168
1703,2157,12,New Line Cinema,1121
1704,2157,14024,Irwin Allen Productions,1121
1705,2157,19902,Prelude Pictures,1121
1706,2157,30253,Saltire Entertainment,1121
1707,14462,4,Paramount Pictures,2353
1708,14462,258,Scott Rudin Productions,2353
1709,14462,1274,Clinica Estetico,2353
1710,159824,5,Columbia Pictures,1818
1711,159824,2251,Sony Pictures Animation,1818
1712,49948,2,Walt Disney Pictures,1979
1713,2135,27,DreamWorks SKG,1109
1714,2135,6194,Warner Bros.,1109
1715,9705,79,Village Roadshow Pictures,772
1716,9705,172,NPV Entertainment,772
1717,9705,1885,Silver Pictures,772
1718,9705,6194,Warner Bros.,772
1719,9705,46458,Jonathan Krane Group,772
1720,1656,56,Amblin Entertainment,848
1721,1656,441,Columbia Pictures Corporation,848
1722,12159,1382,PolyGram Filmed Entertainment,1760
1723,4442,308,The Weinstein Company,1191
1724,4442,491,Summit Entertainment,1191
1725,4442,507,Atlas Entertainment,1191
1726,4442,748,Mosaic Media Group,1191
1727,4442,1649,Reforma Films,1191
1728,4442,7405,Dimension Films,1191
1729,4442,8411,Metro-Goldwyn-Mayer (MGM),1191
1730,4442,76043,Revolution Sun Studios,1191
1731,75,8601,Tim Burton Productions,34
1732,19959,9195,Touchstone Pictures,2062
1733,19959,10227,Mandeville Films,2062
1734,19959,11845,Wintergreen Productions,2062
1735,19959,41978,Top Shelf Productions,2062
1736,11973,12,New Line Cinema,1689
1737,11973,335,Tig Productions,1689
1738,11228,33,Universal Pictures,1456
1739,11228,1302,Davis Entertainment,1456
1740,77951,3164,BBC Worldwide,1831
1741,77951,6733,Reliance BIG Entertainment,1831
1742,77951,8089,Animal Logic,1831
1743,77951,8090,BBC Earth,1831
1744,77951,8091,Evergreen Films,1831
1745,77951,53498,BBC Earth MD (WWD),1831
1746,77951,53499,Evergreen MD,1831
1747,5491,1403,Franchise Pictures,2156
1748,5491,6194,Warner Bros.,2156
1749,5491,7406,JTP Films,2156
1750,5491,10210,Morgan Creek Productions,2156
1751,5491,19718,Battlefield Productions,2156
1752,10715,430,Lonely Film Productions GmbH & Co. KG.,1274
1753,10715,2785,Warner Bros. Animation,1274
1754,10715,6194,Warner Bros.,1274
1755,10715,12006,Goldmann Pictures,1274
1756,10715,16061,Baltimore Spring Creek Productions,1274
1757,10715,20734,Warner Bros. Feature Animation,1274
1758,10197,308,The Weinstein Company,1706
1759,10197,7295,Relativity Media,1706
1760,9562,4,Paramount Pictures,697
1761,9562,431,Donners' Company,697
1762,9562,762,Mutual Film Company,697
1763,9562,18619,Cobalt Media Group,697
1764,9562,18620,Artists Production Group (APG),697
1765,9922,335,Tig Productions,886
1766,9922,6194,Warner Bros.,886
1767,9447,2537,Kennedy Miller Productions,642
1768,274854,491,Summit Entertainment,1912
1769,274854,2995,Atmosphere Entertainment MM,1912
1770,274854,7154,One Race Films,1912
1771,274854,12006,Goldmann Pictures,1912
1772,274854,24097,NeoReel,1912
1773,274854,33832,Aperture Entertainment,1912
1774,274854,72441,TIK Films,1912
1775,8870,79,Village Roadshow Pictures,367
1776,8870,172,NPV Entertainment,367
1777,8870,6194,Warner Bros.,367
1778,8870,22351,The Canton Company,367
1779,8870,53997,Mars Production Pty. Ltd.,367
1780,9992,104,Canal Plus,922
1781,9992,854,Sofica Europacorp,922
1782,9992,2525,Avalanche Productions,922
1783,9992,6896,EuropaCorp,922
1784,10077,1171,Epsilon Motion Pictures,971
1785,10077,1403,Franchise Pictures,971
1786,10077,2234,Baldwin Entertainment Group,971
1787,10077,2755,Dante Entertainment,971
1788,10077,2978,Crusader Entertainment,971
1789,10077,2979,ETIC Films,971
1790,10077,2980,Forge,971
1791,10077,2981,QI Quality International GmbH Co. KG,971
1792,10077,2982,Signature Pictures,971
1793,10077,16850,ApolloMedia Distribution,971
1794,10077,87847,Coco,971
1795,10077,87848,Film 111,971
1796,10077,87849,Jericho Productions Ltd.,971
1797,10077,87850,MFF (Sound of Thunder),971
1798,10077,87851,Matrix Film Finance,971
1799,10077,87852,Scenario Lane Productions,971
1800,76649,248,Impact Pictures,2811
1801,76649,559,TriStar Pictures,2811
1802,76649,4253,Don Carmody Productions,2811
1803,76649,7263,FilmDistrict,2811
1804,76649,12162,Constantin Film International,2811
1805,453,23,Imagine Entertainment,1339
1806,453,27,DreamWorks SKG,1339
1807,453,33,Universal Pictures,1339
1808,8587,2,Walt Disney Pictures,214
1809,8587,10217,Walt Disney Feature Animation,214
1810,72545,12,New Line Cinema,2537
1811,72545,1836,Contrafilm,2537
1812,72545,10221,Walden Media,2537
1813,109451,5,Columbia Pictures,1413
1814,109451,649,Sony,1413
1815,9533,33,Universal Pictures,682
1816,9533,8411,Metro-Goldwyn-Mayer (MGM),682
1817,2023,877,Casey Silver Productions,1055
1818,2023,9195,Touchstone Pictures,1055
1819,2023,19477,Dune Films,1055
1820,71880,5,Columbia Pictures,2365
1821,71880,2608,Happy Madison Productions,2365
1822,71880,8000,Broken Road Productions,2365
1823,584,24,Mikona Productions GmbH & Co. KG,301
1824,584,33,Universal Pictures,301
1825,584,333,Original Film,301
1826,584,26281,Ardustry Entertainment,301
1827,309809,2203,Onyx Films,2466
1828,309809,8858,NetFlix,2466
1829,309809,15433,Orange Studios,2466
1830,309809,41042,CityMation,2466
1831,309809,59725,On Entertainment,2466
1832,309809,60658,Zippcast Films,2466
1833,4858,79,Village Roadshow Pictures,1996
1834,4858,829,Vertigo Entertainment,1996
1835,4858,1885,Silver Pictures,1996
1836,4858,6194,Warner Bros.,1996
1837,17711,33,Universal Pictures,678
1838,17711,594,Capella International,678
1839,17711,596,KC Medien AG,678
1840,17711,11391,Tribeca Productions,678
1841,328111,33,Universal Pictures,1295
1842,328111,3341,Fuji Television Network,1295
1843,328111,6452,Dentsu,1295
1844,328111,6704,Illumination Entertainment,1295
1845,8698,306,Twentieth Century Fox Film Corporation,266
1846,8698,475,JD Productions,266
1847,8698,1507,International Production Company,266
1848,8698,12087,Angry Films,266
1849,8698,19352,Mediastream Dritte Film GmbH & Co. Beteiligungs KG,266
1850,93456,33,Universal Pictures,1563
1851,93456,6704,Illumination Entertainment,1563
1852,602,306,Twentieth Century Fox Film Corporation,313
1853,602,347,Centropolis Entertainment,313
1854,330,33,Universal Pictures,181
1855,330,56,Amblin Entertainment,181
1856,953,27,DreamWorks SKG,517
1857,953,520,Pacific Data Images (PDI),517
1858,953,521,DreamWorks Animation,517
1859,9693,33,Universal Pictures,766
1860,9693,655,Strike Entertainment,766
1861,9693,11429,Hit & Run Productions,766
1862,36657,306,Twentieth Century Fox Film Corporation,1724
1863,36657,431,Donners' Company,1724
1864,36657,9168,Bad Hat Harry Productions,1724
1865,36657,19551,Marvel Enterprises,1724
1866,36657,22969,Springwood Productions,1724
1867,36657,22970,Genetics Productions,1724
1868,8909,33,Universal Pictures,393
1869,8909,158,Spyglass Entertainment,393
1870,8909,1038,Bazelevs Production,393
1871,8909,2526,Kickstart Productions,393
1872,8909,2527,Marc Platt Productions,393
1873,8909,2528,Top Cow Productions,393
1874,8909,7295,Relativity Media,393
1875,8909,23955,Ringerike Zweite Filmproduktion,393
1876,8909,76043,Revolution Sun Studios,393
1877,9802,915,Hollywood Pictures,821
1878,9802,10288,Don Simpson/Jerry Bruckheimer Films,821
1879,950,9383,Blue Sky Studios,514
1880,950,11749,Twentieth Century Fox Animation,514
1881,1824,441,Columbia Pictures Corporation,937
1882,1824,2608,Happy Madison Productions,937
1883,1824,10039,Anonymous Content,937
1884,1824,19813,Flower Films (II),937
1885,2976,12,New Line Cinema,1426
1886,2976,289,Ingenious Film Partners,1426
1887,2976,2378,Offspring Entertainment,1426
1888,2976,70994,Zadan / Meron Productions,1426
1889,11026,10210,Morgan Creek Productions,1372
1890,11026,36452,Dominion Productions,1372
1891,75656,491,Summit Entertainment,995
1892,75656,7296,K/O Paper Products,995
1893,75656,23271,SOIXAN7E QUIN5E,995
1894,75656,23272,See Me Louisiana,995
1895,38365,5,Columbia Pictures,2183
1896,38365,2608,Happy Madison Productions,2183
1897,38365,7295,Relativity Media,2183
1898,594,27,DreamWorks SKG,309
1899,594,56,Amblin Entertainment,309
1900,594,11084,Parkes/MacDonald Productions,309
1901,15189,27,DreamWorks SKG,2533
1902,15189,2348,Nickelodeon Movies,2533
1903,11678,441,Columbia Pictures Corporation,1603
1904,11678,9269,Global Entertainment Productions GmbH & Company Medien KG,1603
1905,6538,33,Universal Pictures,2419
1906,6538,2030,Participant Productions,2419
1907,6538,2031,Playtone Production,2419
1908,10555,27,DreamWorks SKG,1204
1909,10555,520,Pacific Data Images (PDI),1204
1910,10555,521,DreamWorks Animation,1204
1911,1125,4,Paramount Pictures,576
1912,1125,27,DreamWorks SKG,576
1913,1125,415,Laurence Mark Productions,576
1914,4551,215,Double Feature Films,1922
1915,4551,216,Jersey Films,1922
1916,4551,1693,Nina Saxon Film Design,1922
1917,4551,8411,Metro-Goldwyn-Mayer (MGM),1922
1918,612,27,DreamWorks SKG,322
1919,612,33,Universal Pictures,322
1920,612,56,Amblin Entertainment,322
1921,612,682,Peninsula Films,322
1922,612,803,Alliance Atlantis Communications,322
1923,612,7383,"Kennedy/Marshall Company, The",322
1924,612,17032,Barry Mendel Productions,322
1925,9567,5,Columbia Pictures,701
1926,9567,497,Revolution Studios,701
1927,9567,890,Cheyenne Enterprises,701
1928,9567,13473,Michael Lobell Productions,701
1929,37821,817,Katalyst Films,2060
1930,37821,1632,Lionsgate,2060
1931,37821,60022,Aversano Films,2060
1932,203801,1302,Davis Entertainment,2581
1933,203801,6194,Warner Bros.,2581
1934,203801,23202,Wigram Productions,2581
1935,203801,41624,RatPac-Dune Entertainment,2581
1936,2539,18,Gracie Films,1893
1937,2539,441,Columbia Pictures Corporation,1893
1938,9297,5,Columbia Pictures,568
1939,9297,56,Amblin Entertainment,568
1940,9297,2251,Sony Pictures Animation,568
1941,9297,5752,Sony Pictures Entertainment,568
1942,9297,11395,ImageMovers,568
1943,3172,890,Cheyenne Enterprises,1506
1944,3172,1171,Epsilon Motion Pictures,1506
1945,3172,1212,Empire Pictures,1506
1946,3172,8411,Metro-Goldwyn-Mayer (MGM),1506
1947,3172,13816,Hyde Park Entertainment,1506
1948,3172,16061,Baltimore Spring Creek Productions,1506
1949,3172,52944,Lotus Pictures,1506
1950,6520,441,Columbia Pictures Corporation,2412
1951,6520,10158,First Knight Productions,2412
1952,37958,8852,Virgin Produced,2089
1953,37958,11761,Mark Canton Productions,2089
1954,2026,14,Miramax Films,1758
1955,2026,890,Cheyenne Enterprises,1758
1956,2026,2448,Yari Film Group,1758
1957,2026,11027,Stratus Film Co.,1758
1958,2026,26947,Syndicate Films International,1758
1959,2026,26948,Equity Pictures Medienfonds GmbH & Co. KG II,1758
1960,2026,26949,Hostage GmbH,1758
1961,7450,306,Twentieth Century Fox Film Corporation,2650
1962,7450,11050,David Kirschner Productions,2650
1963,7450,11231,Fox Animation Studios,2650
1964,11375,5,Columbia Pictures,1510
1965,11375,497,Revolution Studios,1510
1966,9425,248,Impact Pictures,629
1967,9425,2596,Jerry Weintraub Productions,629
1968,9425,6194,Warner Bros.,629
1969,9425,10210,Morgan Creek Productions,629
1970,23685,306,Twentieth Century Fox Film Corporation,2606
1971,23685,436,1492 Pictures,2606
1972,23685,89626,Twitching Image Studio,2606
1973,11866,306,Twentieth Century Fox Film Corporation,1665
1974,11866,1302,Davis Entertainment,1665
1975,11866,49478,Aldrich Group,1665
1976,11866,54004,Optional Pictures,1665
1977,9741,3683,Limited Edition Productions Inc.,784
1978,9741,9195,Touchstone Pictures,784
1979,9741,12236,Blinding Edge Pictures,784
1980,9741,17032,Barry Mendel Productions,784
1981,211672,33,Universal Pictures,2494
1982,211672,6704,Illumination Entertainment,2494
1983,23629,923,Legendary Pictures,2589
1984,23629,6194,Warner Bros.,2589
1985,23629,22119,Lennox House Films,2589
1986,23629,78685,Cruel and Unusual Films,2589
1987,8688,4,Paramount Pictures,261
1988,8688,2519,DeBart,261
1989,8688,9195,Touchstone Pictures,261
1990,8688,54502,Mel's Cite du Cinema,261
1991,10153,2154,Punch Productions,1632
1992,10153,6194,Warner Bros.,1632
1993,10153,11407,Baltimore Pictures,1632
1994,10153,23370,Constant c Productions,1632
1995,153518,5,Columbia Pictures,2306
1996,153518,18642,Rovio Entertainment,2306
1997,153518,30692,Sony Pictures Imageworks (SPI),2306
1998,153518,50848,Rovio Mobile,2306
1999,153518,91920,Rovio Animation,2306
2000,8676,2609,De Line Pictures,254
2001,8676,6194,Warner Bros.,254
2002,20829,5,Columbia Pictures,1892
2003,20829,33,Universal Pictures,1892
2004,20829,2608,Happy Madison Productions,1892
2005,20829,7295,Relativity Media,1892
2006,20829,10105,Apatow Productions,1892
2007,20829,11708,Madison 23,1892
2008,4349,33,Universal Pictures,1864
